Id,WnvPresent
1,0.0028131535853751417
2,0.0023117299276534525
3,0.004548769079301722
4,0.0028131535853751417
5,0.0028131535853751417
6,0.0028131535853751417
7,0.0028131535853751417
8,0.0028131535853751417
9,0.0028131535853751417
10,0.002066219949474352
11,0.0017654426228849256
12,0.0028131535853751417
13,0.0028131535853751417
14,0.0028131535853751417
15,0.0028131535853751417
16,0.0028131535853751417
17,0.0028131535853751417
18,0.0025842363090393295
19,0.0017916398235665414
20,0.0028131535853751417
21,0.0028131535853751417
22,0.0028131535853751417
23,0.0028131535853751417
24,0.0028131535853751417
113,0.0028131535853751417
114,0.002066219949474352
115,0.002094729938629104
116,0.0028131535853751417
117,0.0028131535853751417
118,0.0028131535853751417
119,0.0028131535853751417
120,0.0028131535853751417
145,0.0028131535853751417
146,0.0025842363090393295
147,0.0015342799255603405
148,0.0028131535853751417
149,0.0028131535853751417
150,0.0028131535853751417
151,0.0028131535853751417
152,0.0028131535853751417
153,0.0028131535853751417
154,0.0023117299276534525
155,0.0020682347299252396
156,0.0028131535853751417
157,0.0028131535853751417
158,0.0028131535853751417
159,0.0028131535853751417
160,0.0028131535853751417
161,0.0028131535853751417
162,0.002066219949474352
163,0.0020515554574818042
164,0.0028131535853751417
165,0.0028131535853751417
166,0.0028131535853751417
167,0.0028131535853751417
168,0.0028131535853751417
177,0.0028131535853751417
178,0.002803132054168777
179,0.0015342799255603405
180,0.0028131535853751417
181,0.0028131535853751417
182,0.0028131535853751417
183,0.0028131535853751417
184,0.0028131535853751417
249,0.0028131535853751417
250,0.0023117299276534525
251,0.004548769079301722
252,0.0028131535853751417
253,0.0028131535853751417
254,0.0028131535853751417
255,0.0028131535853751417
256,0.0028131535853751417
361,0.0028131535853751417
362,0.0023117299276534525
363,0.001664943484164497
364,0.0028131535853751417
365,0.0028131535853751417
366,0.0028131535853751417
367,0.0028131535853751417
368,0.0028131535853751417
369,0.0028131535853751417
370,0.002066219949474352
371,0.002098669166739608
372,0.0028131535853751417
373,0.0028131535853751417
374,0.0028131535853751417
375,0.0028131535853751417
376,0.0028131535853751417
377,0.0028131535853751417
378,0.002066219949474352
379,0.0019670950434703903
380,0.0028131535853751417
381,0.0028131535853751417
382,0.0028131535853751417
383,0.0028131535853751417
384,0.0028131535853751417
385,0.0028131535853751417
386,0.0022413361186023476
387,0.002046165421555844
388,0.0028131535853751417
389,0.0028131535853751417
390,0.0028131535853751417
391,0.0028131535853751417
392,0.0028131535853751417
481,0.0028131535853751417
482,0.0023117299276534525
483,0.001664943484164497
484,0.0028131535853751417
485,0.0028131535853751417
486,0.0028131535853751417
487,0.0028131535853751417
488,0.0028131535853751417
513,0.0028131535853751417
514,0.0023117299276534525
515,0.002013170589317147
516,0.0028131535853751417
517,0.0028131535853751417
518,0.0028131535853751417
519,0.0028131535853751417
520,0.0028131535853751417
537,0.0028131535853751417
538,0.0023117299276534525
539,0.002185532970212971
540,0.0028131535853751417
541,0.0028131535853751417
542,0.0028131535853751417
543,0.0028131535853751417
544,0.0028131535853751417
929,0.0028131535853751417
930,0.002066219949474352
931,0.0022283074538466587
932,0.0028131535853751417
933,0.0028131535853751417
934,0.0028131535853751417
935,0.0028131535853751417
936,0.0028131535853751417
937,0.0028131535853751417
938,0.0022306988539938888
939,0.0018406558414038102
940,0.0028131535853751417
941,0.0028131535853751417
942,0.0028131535853751417
943,0.0028131535853751417
944,0.0028131535853751417
945,0.0028131535853751417
946,0.0019953982324136714
947,0.00941133975616843
948,0.0028131535853751417
949,0.0028131535853751417
950,0.0028131535853751417
951,0.0028131535853751417
952,0.0028131535853751417
1033,0.0028131535853751417
1034,0.0025842363090393295
1035,0.001664943484164497
1036,0.0028131535853751417
1037,0.0028131535853751417
1038,0.0028131535853751417
1039,0.0028131535853751417
1040,0.0028131535853751417
1121,0.0028131535853751417
1122,0.0023117299276534525
1123,0.001664943484164497
1124,0.0028131535853751417
1125,0.0028131535853751417
1126,0.0028131535853751417
1127,0.0028131535853751417
1128,0.0028131535853751417
1129,0.0028131535853751417
1130,0.0023117299276534525
1131,0.002013170589317147
1132,0.0028131535853751417
1133,0.0028131535853751417
1134,0.0028131535853751417
1135,0.0028131535853751417
1136,0.0028131535853751417
1137,0.0028131535853751417
1138,0.002066219949474352
1139,0.0019670950434703903
1140,0.0028131535853751417
1141,0.0028131535853751417
1142,0.0028131535853751417
1143,0.0028131535853751417
1144,0.0028131535853751417
1161,0.0028131535853751417
1162,0.002066219949474352
1163,0.0017654426228849256
1164,0.0028131535853751417
1165,0.0028131535853751417
1166,0.0028131535853751417
1167,0.0028131535853751417
1168,0.0028131535853751417
25,0.0036136428633641113
26,0.0038858840742375333
27,0.0027693681128059255
28,0.0036136428633641113
29,0.0036136428633641113
30,0.0036136428633641113
31,0.0036136428633641113
32,0.0036136428633641113
33,0.0036136428633641113
34,0.0038858840742375333
35,0.002136492642622903
36,0.0036136428633641113
37,0.0036136428633641113
38,0.0036136428633641113
39,0.0036136428633641113
40,0.0036136428633641113
41,0.0036136428633641113
42,0.0038858840742375333
